rank	candidate	score	fp_dist	inlier_pct	rmsd_A	n_clash	clash_pct	verdict	label
47	1iko_cleaned	0.9619	0.0965	0.2727	1.63	0	0.0	unlikely binder	non-binder
48	A_B_b3_A_cleaned	0.9816	0.0841	0.2727	2.32	0	0.0	unlikely binder	non-binder
49	8wjb_cleaned	0.9911	0.0838	0.2727	2.38	0	0.0	unlikely binder	non-binder
50	1v3d_A_cleaned	1.0134	0.0874	0.2727	2.33	0	0.0	unlikely binder	non-binder
51	2vwd_A_cleaned	1.0291	0.0837	0.2727	2.59	0	0.0	unlikely binder	non-binder
52	2bba_A_cleaned	1.0438	0.0995	0.2727	1.92	0	0.0	unlikely binder	non-binder
53	8wjb_A_cleaned	1.0492	0.0904	0.2727	2.38	0	0.0	unlikely binder	non-binder
54	2bba_cleaned	1.0554	0.1008	0.2727	1.92	0	0.0	unlikely binder	non-binder
55	subtilisin_unbound_cleaned	1.0776	0.1085	0.2727	1.68	0	0.0	unlikely binder	non-binder
56	brca1_cleaned	1.0891	0.1022	0.2727	2.04	0	0.0	unlikely binder	non-binder
57	chymotrypsin_unbound_cleaned	1.0913	0.0961	0.2727	2.33	0	0.0	unlikely binder	non-binder
58	2hle_A_cleaned	1.1192	0.1024	0.2727	2.19	0	0.0	unlikely binder	non-binder
59	mutconserved_9_af3_cleaned	1.1675	0.098	0.2727	2.65	0	0.0	unlikely binder	non-binder
60	1trn_A_cleaned	1.1798	0.1044	0.2727	2.41	0	0.0	unlikely binder	non-binder
61	3gxu_A_cleaned	1.272	0.1129	0.2727	2.50	0	0.0	unlikely binder	non-binder
62	8ja5_cleaned	1.5528	0.0737	0.1818	—	0	0.0	unlikely binder	non-binder
63	7syy_cleaned	1.5535	0.0738	0.1818	—	0	0.0	unlikely binder	non-binder
64	6vy5_cleaned	1.5646	0.0751	0.1818	—	0	0.0	unlikely binder	non-binder
65	6vy4_cleaned	1.5812	0.0769	0.1818	—	0	0.0	unlikely binder	non-binder
66	6cmg_cleaned	1.5814	0.0769	0.1818	—	0	0.0	unlikely binder	non-binder
67	2vsm_cleaned	1.6046	0.0796	0.1818	—	0	0.0	unlikely binder	non-binder
68	A_B_b2_cleaned	1.6046	0.0796	0.1818	—	0	0.0	unlikely binder	non-binder
69	A_B_b2_noPTM_cleaned	1.6046	0.0796	0.1818	—	0	0.0	unlikely binder	non-binder
70	b2_cleaned	1.6046	0.0796	0.1818	—	0	0.0	unlikely binder	non-binder
71	6pd4_A_cleaned	1.6055	0.0797	0.1818	—	0	0.0	unlikely binder	non-binder
72	6cmg_A_cleaned	1.6222	0.0816	0.1818	—	0	0.0	unlikely binder	non-binder
73	covid_closed_cleaned	1.6419	0.0838	0.1818	—	0	0.0	unlikely binder	non-binder
74	2x9m_cleaned	1.6889	0.0778	0.0909	—	0	0.0	unlikely binder	non-binder
75	6pd4_cleaned	1.7044	0.0796	0.0909	—	0	0.0	unlikely binder	non-binder
76	3d12_cleaned	1.7071	0.0799	0.0909	—	0	0.0	unlikely binder	non-binder
77	b3_cleaned	1.7071	0.0799	0.0909	—	0	0.0	unlikely binder	non-binder
78	5nop_cleaned	1.7398	0.0835	0.0909	—	0	0.0	unlikely binder	non-binder
79	covid_open_cleaned	1.7859	0.0888	0.0909	—	0	0.0	unlikely binder	non-binder
80	mutconserved_10_af3_cleaned	1.8738	0.0987	0.0909	—	0	0.0	unlikely binder	non-binder
81	1trn_cleaned	1.8807	0.0995	0.0909	—	0	0.0	unlikely binder	non-binder
82	4wwy_cleaned	1.9309	0.1051	0.0909	—	0	0.0	unlikely binder	non-binder
