rank	candidate	score	fp_dist	inlier_pct	rmsd_A	n_clash	clash_pct	verdict
36	2vsm	+1.6515	0.1500	0.0000	—	0	0.0000	PREDICTED BINDER
37	b2	+1.6515	0.1500	0.0000	—	0	0.0000	PREDICTED BINDER
38	A_B_b2	+1.6515	0.1500	0.0000	—	0	0.0000	PREDICTED BINDER
39	mutoutside_14_af3	+1.6530	0.1504	0.0000	—	0	0.0000	PREDICTED BINDER
40	2vwd	+1.6546	0.1507	0.0000	—	0	0.0000	PREDICTED BINDER
41	A_B_b2_noPTM	+1.6563	0.1511	0.0000	—	0	0.0000	PREDICTED BINDER
42	mutoutside_15_af3	+1.6626	0.1526	0.0000	—	0	0.0000	PREDICTED BINDER
43	6pdl	+1.6640	0.1529	0.0000	—	0	0.0000	unlikely binder
44	8wjb	+1.6652	0.1532	0.0000	—	0	0.0000	unlikely binder
45	8xc4_A	+1.6663	0.1534	0.0000	—	0	0.0000	unlikely binder
46	2hle_A	+1.6667	0.2303	0.3333	—	0	0.0000	unlikely binder
47	2vwd_A	+1.6669	0.1536	0.0000	—	0	0.0000	unlikely binder
48	6pd4	+1.6699	0.1543	0.0000	—	0	0.0000	unlikely binder
49	3d12	+1.6849	0.1577	0.0000	—	0	0.0000	unlikely binder
50	b3	+1.6849	0.1577	0.0000	—	0	0.0000	unlikely binder
51	6vy4_A	+1.6881	0.1585	0.0000	—	0	0.0000	unlikely binder
52	9dvd	+1.6900	0.1589	0.0000	—	0	0.0000	unlikely binder
53	6p72_A	+1.6958	0.1602	0.0000	—	0	0.0000	unlikely binder
54	6pd4_A	+1.6958	0.1602	0.0000	—	0	0.0000	unlikely binder
55	3d11	+1.6965	0.1604	0.0000	—	0	0.0000	unlikely binder
56	6pdl_A	+1.6975	0.1606	0.0000	—	0	0.0000	unlikely binder
57	6vy5_A	+1.7028	0.1618	0.0000	—	0	0.0000	unlikely binder
58	2x9m	+1.7028	0.1618	0.0000	—	0	0.0000	unlikely binder
59	2vsm_A	+1.7047	0.1623	0.0000	—	0	0.0000	unlikely binder
60	brca1	+1.7067	0.1627	0.0000	—	0	0.0000	unlikely binder
61	2vwd_A_boltz2	+1.7069	0.1628	0.0000	—	0	0.0000	unlikely binder
62	8wjb_A	+1.7078	0.1630	0.0000	—	0	0.0000	unlikely binder
63	A_B_b2_noPTM_A	+1.7095	0.1634	0.0000	—	0	0.0000	unlikely binder
64	3d12_A	+1.7105	0.1636	0.0000	—	0	0.0000	unlikely binder
65	A_B_b3_A	+1.7105	0.1636	0.0000	—	0	0.0000	unlikely binder
66	b3_A	+1.7105	0.1636	0.0000	—	0	0.0000	unlikely binder
67	A_B_b3_noPTM_A	+1.7110	0.1637	0.0000	—	0	0.0000	unlikely binder
68	A_B_b3_noPTM	+1.7130	0.1642	0.0000	—	0	0.0000	unlikely binder
69	1v3d_A	+1.7186	0.1655	0.0000	—	0	0.0000	unlikely binder
70	8vf1_A	+1.7194	0.1657	0.0000	—	0	0.0000	unlikely binder
71	A_B_b3	+1.7197	0.1657	0.0000	—	0	0.0000	unlikely binder
72	6cmg_A	+1.7198	0.1658	0.0000	—	0	0.0000	unlikely binder
73	A_B_b2_noPTM_A_boltz2	+1.7199	0.1658	0.0000	—	0	0.0000	unlikely binder
74	mutoutside_9_af3	+1.7212	0.1661	0.0000	—	0	0.0000	unlikely binder
75	8ja5_A	+1.7227	0.1664	0.0000	—	0	0.0000	unlikely binder
76	2x9m_A	+1.7242	0.1668	0.0000	—	0	0.0000	unlikely binder
77	5nop	+1.7255	0.1671	0.0000	—	0	0.0000	unlikely binder
78	2vsk_A	+1.7281	0.1677	0.0000	—	0	0.0000	unlikely binder
79	mutoutside_13_af3	+1.7381	0.1700	0.0000	—	0	0.0000	unlikely binder
80	5nop_A	+1.7513	0.1730	0.0000	—	0	0.0000	unlikely binder
81	9dvd_A	+1.7553	0.1739	0.0000	—	0	0.0000	unlikely binder
82	3gxu	+1.8349	0.1923	0.0000	—	0	0.0000	unlikely binder
83	2hle	+1.8503	0.1958	0.0000	—	0	0.0000	unlikely binder
